geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	res_SfmbtKD_v_toySfmbtKD_change
Ude	200.503467273089	1.70822425813227	0.481531093364438	3.54748484920667	0.000388928120451333	0.0092005514208463	enriched in toy-SfmbtKD
aay	240.159817569971	-1.18776939683481	0.348210653474319	-3.41106564369494	0.000647095105720157	0.0134227583500763	depleted in toy-SfmbtKD
amd	159.559929061512	1.12681577483762	0.334985964743602	3.36377010810015	0.000768855588229088	0.0152788682963118	enriched in toy-SfmbtKD
ap	1096.46243962766	3.49281654705946	0.6181140202217	5.65076415158273	1.5973613277761e-08	3.18494289232092e-06	enriched in toy-SfmbtKD
atilla	86.9921440479528	1.16539095305652	0.388565113208531	2.99921663948016	0.00270674769795608	0.0357847429080256	enriched in toy-SfmbtKD
blanks	27.5459495747132	-1.35279490910523	0.394885830690882	-3.42578741490526	0.000613019972603812	0.012935648233994	depleted in toy-SfmbtKD
cep290	18.6653457314967	2.39314538871398	0.605253432731831	3.95395591217458	7.68695797502265e-05	0.00294515997709691	enriched in toy-SfmbtKD
chinmo	1077.91630347935	1.74853597607087	0.481187650911403	3.63379229030301	0.000279285726679678	0.00749621304851774	enriched in toy-SfmbtKD
cn	102.291246746381	-1.96120686365056	0.329235926071777	-5.95684343154883	2.57156388870887e-09	6.44209722889376e-07	depleted in toy-SfmbtKD
cu	1669.38422026867	-1.89932737810817	0.575566885521862	-3.2999246931763	0.000967107759398138	0.017963199257262	depleted in toy-SfmbtKD
dib	214.237274222366	-1.84732131112017	0.480847333107406	-3.84180421503458	0.000122133241053023	0.00414320057322235	depleted in toy-SfmbtKD
dpr18	51.1943255938801	1.84982852151414	0.41532169320748	4.45396556878148	8.42986248345963e-06	0.000610072270099264	enriched in toy-SfmbtKD
dpr6	30.6520228404155	-1.34443798558674	0.450740463694141	-2.98273195747306	0.00285688074063509	0.0370673636600329	depleted in toy-SfmbtKD
ea	439.377416194265	1.03897553640304	0.275437446927957	3.77209253132089	0.000161884196103756	0.0051301488827234	enriched in toy-SfmbtKD
euc	77.5158708432432	2.61631683084365	0.443911373505764	5.89378192809399	3.77455237020659e-09	8.78032777545676e-07	enriched in toy-SfmbtKD
fon	367.034852036983	-4.91623752194201	1.57768998140703	-3.11609858709858	0.00183260993425389	0.0277160976124776	depleted in toy-SfmbtKD
fru	2222.53306886866	1.70832587708989	0.487675849109919	3.50299462277626	0.000460058750473608	0.0104651387532148	enriched in toy-SfmbtKD
ftz-f1	312.695747450269	1.35624175188033	0.411311412138198	3.29735988804667	0.0009759835610374	0.0180593927866201	enriched in toy-SfmbtKD
jhamt	162.955195163023	-2.82584021751152	0.80342502652616	-3.51724196311117	0.000436056089350674	0.0100241599834261	depleted in toy-SfmbtKD
lectin-24Db	182.01840742038	-1.44976539852361	0.341725898832928	-4.24248031382722	2.21062938132744e-05	0.00122977761765509	depleted in toy-SfmbtKD
nab	330.249175181104	1.12371626525875	0.360264616159823	3.11914136124943	0.00181378918796673	0.0275594406943001	enriched in toy-SfmbtKD
