geneid	WT_1	WT_2	WT_3	toyKD_1	toyKD_2	toyKD_3	PcKD_1	PcKD_2	PcKD_3	toy-PcKD_1	toy-PcKD_2	toy-PcKD_3	SfmbtKD_1	SfmbtKD_2	SfmbtKD_3	toy-SfmbtKD_1	toy-SfmbtKD_2	toy-SfmbtKD_3	ScmKD_1	ScmKD_2	ScmKD_3	toy-ScmKD_1	toy-ScmKD_2	toy-ScmKD_3
CG14960	0	0	0	10	0	0	0	4	16	6	2	8	14	8	8	6	6	8	2	6	6	4	0	6
CG14961	48	6	8	48	22	28	12	14	34	25	6	6	18	2	6	8	12	4	8	12	10	6	6	16
CG14963	106	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG14964	46	4	18	30	50	36	32	8	18	55	4	10	12	12	18	14	40	30	24	24	22	10	4	22
CG14965	766	180	525	1318	802	706	296	256	676	936	222	258	674	276	384	336	726	868	404	444	410	234	256	340
CG14966	246	56	180	492	282	400	130	106	363	316	110	114	272	124	196	144	318	346	180	208	140	118	132	180
CG14967	1840	598	1360	3543	1816	1870	834	618	1784	2220	542	630	1996	860	1146	886	1926	2124	1079	1146	1120	762	877	1161
CG14968	57	16	22	78	64	34	46	54	58	82	30	30	34	16	36	44	172	28	34	56	44	20	30	30
CG14969	1268	366	852	2088	1174	1144	489	410	1178	1300	394	336	1128	482	770	516	1050	1183	706	787	636	450	460	614
CG14971	676	242	542	1424	590	676	300	240	744	805	218	174	719	304	404	333	602	726	406	406	332	226	311	335
CG14974	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG14977	562	152	460	1310	594	560	284	216	710	796	268	214	632	240	364	281	572	750	412	470	382	300	318	458
CG14982	45	36	22	112	34	36	26	24	52	134	26	16	70	28	38	26	60	74	20	38	12	16	23	28
CG14983	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
CG14984	567	112	199	976	597	577	359	357	699	728	286	239	313	202	272	256	1181	395	227	241	169	164	152	333
CG14985	390	138	280	769	394	489	310	248	768	868	266	228	733	308	364	379	746	820	390	472	440	258	296	328
CG14989	542	212	98	302	46	16	38	4	108	166	50	12	20	18	16	2	60	36	24	22	20	0	2	0
CG14990	417	14	38	42	48	22	26	32	48	8	4	2	42	26	32	0	24	4	48	22	20	8	2	16
CG14995	576	232	373	1103	465	595	343	255	636	870	207	222	535	276	329	223	498	571	285	315	259	160	188	214
CG14997	2763	590	1499	3928	2219	2102	829	660	1884	1627	577	542	1518	688	974	510	1606	1344	1486	1802	1434	744	822	1118
CG15005	104	22	24	175	82	48	30	28	63	65	18	18	43	14	22	20	22	47	40	58	72	44	29	38
CG15011	929	270	660	1676	722	821	353	304	792	992	278	262	980	456	466	352	569	766	282	292	286	183	249	174
CG15012	2744	781	1988	5333	2639	2967	1204	994	2834	3504	1060	960	2736	1108	1626	1272	2694	2923	1584	1942	1569	1218	1360	1492
CG15014	684	186	404	1230	650	586	292	248	778	852	264	220	644	250	360	366	791	749	396	530	398	230	338	448
CG15019	1934	513	1394	3950	1970	2034	829	680	2160	2388	722	622	1727	705	1084	922	2065	1966	1172	1268	1059	710	958	1202
CG15020	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15021	206	76	160	1092	80	762	170	277	336	372	174	84	46	156	152	236	407	442	237	749	196	398	66	886
CG15022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
CG15023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15025	4	0	2	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15027	288	102	214	604	318	401	178	96	476	441	124	118	335	152	187	121	475	377	236	272	172	128	178	203
CG1503	4	0	4	20	18	4	0	10	6	20	2	4	38	40	38	46	88	78	14	10	2	6	14	16
CG15034	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15035	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
CG1504	122	22	115	178	84	137	46	28	113	148	52	44	206	50	108	89	75	197	96	126	136	62	82	63
CG15040	0	0	0	10	0	0	0	2	4	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
CG15042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15043	13	6	23	22	10	13	8	8	9	11	18	8	10	14	20	8	8	9	40	12	14	2	4	4
CG15044	2	0	6	2	0	2	0	0	0	0	2	2	2	0	0	0	2	0	2	2	0	0	0	0
CG15046	214	62	144	488	200	192	107	124	288	360	54	89	285	149	134	120	146	312	133	182	134	91	108	92
CG15047	16	4	8	16	4	12	4	8	20	10	6	4	10	6	8	10	46	12	10	4	8	8	4	2
CG15056	0	0	0	0	0	0	2	0	0	2	0	0	6	2	0	0	0	4	0	0	0	0	0	0
CG15059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0
CG15065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15067	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15073	377	88	253	680	349	346	146	135	373	399	165	150	336	118	190	190	360	363	176	204	200	98	116	234
CG15080	246	44	72	364	281	286	113	117	173	299	99	88	141	77	137	138	481	231	68	69	77	48	40	44
CG15082	2	2	0	2	2	2	2	1	5	4	0	0	0	2	4	0	0	4	0	2	0	0	0	0
CG15083	1092	276	687	1939	1205	1170	811	650	2049	2041	686	555	878	347	611	483	1496	1046	752	911	726	503	642	833
CG15084	250	50	156	422	234	248	86	102	284	274	87	50	204	128	132	116	238	290	126	164	138	110	120	142
CG15093	4530	728	1834	7671	5688	4410	2512	2299	5214	6481	2402	2090	2730	1560	2256	2448	8988	3970	2644	3176	2231	1914	1904	3491
CG15096	2	2	2	8	8	2	10	4	5	6	2	0	4	4	2	4	6	6	2	0	2	0	0	2
CG15097	1108	377	892	2231	952	1067	373	341	838	1551	326	228	1550	583	798	602	677	2013	480	688	560	374	598	422
CG15098	9130	1939	4636	13072	7488	6808	3623	3289	8083	10241	3321	2788	6214	3165	4200	3372	8572	7919	4647	5455	4255	3322	4102	5219
CG15099	2429	697	1792	4517	2042	2138	879	693	1811	2728	727	631	2770	1123	1512	1133	2291	2730	1257	1514	1618	922	1062	1230
CG15107	802	201	464	1474	820	750	352	287	838	946	314	258	744	296	490	406	984	815	374	486	456	308	345	412
CG15109	0	0	0	22	2	2	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0
CG15111	1325	344	814	2331	1247	1297	467	360	1210	1366	397	374	1305	540	740	571	1234	1283	707	753	600	514	515	662
CG15115	6	2	0	4	30	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
CG15116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15117	228	60	175	502	262	333	138	108	316	595	171	140	384	155	199	212	458	605	194	242	210	162	214	176
CG15118	3244	908	2087	5676	3094	3125	1268	1083	2732	3754	1111	1060	3131	1352	1932	1472	3143	3363	1778	2193	1773	1180	1538	1674
CG15120	2	2	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	2	0	0	0
CG15124	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0
CG15125	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CG15126	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0
CG15127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15128	4	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CG1513	4241	1038	2410	7507	3983	4069	1819	1660	3915	4825	1438	1426	3555	1572	2145	1636	3818	3887	1714	1851	1643	1074	1313	1525
CG15130	2	0	2	0	0	0	0	0	0	2	0	0	0	6	0	2	0	4	2	0	0	4	0	4
CG15136	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15140	6	0	4	2	6	0	8	2	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0
CG15141	2315	680	1586	4160	2401	2317	1096	887	2468	3292	868	818	2303	1130	1337	1253	2709	2818	1420	1884	1394	986	1186	1544
CG15142	2	0	0	0	8	0	4	0	12	6	2	0	1	0	0	2	6	2	0	2	0	0	2	0
CG15143	0	0	0	2	4	3	0	2	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0
CG15144	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CG15145	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
CG15147	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15152	12	4	4	8	2	8	4	2	6	2	0	2	2	2	2	2	2	0	2	2	2	0	0	0
CG15153	2	0	2	0	0	0	0	0	0	2	0	6	8	0	0	10	0	0	14	0	0	0	2	0
CG15155	4	6	0	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
CG15160	2145	471	1198	3700	1950	1966	689	628	1851	2315	536	608	1874	815	1145	880	1840	2078	1118	1298	1024	634	740	922
CG15161	2	0	0	4	0	10	2	2	12	6	8	0	6	2	2	4	6	12	0	2	0	2	8	2
CG15167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15168	712	214	520	1432	660	676	266	234	801	780	236	222	744	282	407	320	498	756	365	445	432	270	357	326
CG15169	0	0	0	2	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15170	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
CG15172	0	2	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CG15177	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG1518	12447	3389	8216	22073	11836	12128	5685	4551	14184	16732	5052	4501	11440	5146	6417	5626	13638	13209	7228	8675	7697	4784	5740	6806
CG15185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CG15186	36	29	100	137	14	92	23	26	48	99	25	22	131	20	26	45	33	109	34	68	57	14	14	28
CG15196	0	0	0	4	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
CG15198	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
CG15199	12	0	2	4	0	1	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
CG15200	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CG15201	144	35	12	189	102	78	66	40	64	238	138	40	6	14	7	110	55	481	38	131	70	28	82	76
CG15202	51	0	20	52	40	24	24	20	13	20	2	12	15	9	16	20	21	35	24	13	20	15	13	14
CG15203	208	24	76	343	170	168	30	62	76	119	38	20	66	40	64	46	90	76	94	110	93	48	70	126
CG15208	4	0	2	6	0	0	0	2	6	8	2	6	8	0	2	2	10	2	8	4	0	0	2	0
CG15209	344	105	142	372	290	174	58	69	180	146	50	32	110	60	69	64	218	128	142	191	114	64	64	152
CG15210	76	10	26	38	14	26	0	10	16	15	10	0	14	4	4	2	22	14	16	8	2	0	2	6
CG15211	171	45	85	237	175	134	75	62	132	220	67	54	162	85	123	112	253	204	86	98	109	54	51	106
CG15212	312	34	78	325	234	198	38	60	192	130	66	48	31	14	44	38	216	68	161	166	88	90	104	137
CG15213	4	0	0	2	8	4	0	0	0	2	0	2	0	0	0	4	6	2	74	123	10	0	0	36
CG15219	12	0	0	12	0	0	0	0	0	0	6	2	0	0	4	0	0	0	0	2	0	2	0	0
CG15221	0	0	0	0	0	4	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
CG15225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CG15227	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG1523	2006	529	1447	3626	1939	1978	582	533	1528	1795	530	497	1533	676	888	772	1557	1568	890	1061	901	565	736	826
CG15233	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15236	178	104	48	190	18	32	44	38	120	246	61	34	110	12	38	18	116	102	205	231	203	138	156	210
CG15237	672	216	540	1355	744	724	264	270	804	1017	285	260	764	298	418	364	684	839	388	484	398	267	342	458
CG15239	0	0	4	7	4	12	6	12	16	13	12	8	8	2	8	12	36	12	4	8	4	0	12	4
CG15247	16	8	14	38	40	36	22	14	23	18	4	4	10	4	6	10	30	20	12	12	4	8	6	6
CG15249	0	0	0	6	0	14	0	0	2	10	0	0	0	2	2	0	0	2	0	7	0	0	0	0
CG15252	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CG15255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15256	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CG15258	2	0	0	6	2	0	0	4	2	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0
CG15260	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15262	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CG15263	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CG15269	0	2	14	124	0	0	32	12	24	30	2	2	12	0	2	8	4	8	66	94	88	44	48	54
CG15270	189	44	86	207	82	115	38	52	94	126	38	26	92	48	77	34	57	86	48	62	54	34	26	32
CG15278	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15279	225	27	64	325	166	224	180	112	274	209	103	75	92	84	89	90	404	217	70	108	60	48	43	98
CG15282	1227	316	875	2326	880	1066	146	120	343	366	86	90	908	357	442	273	202	950	254	374	216	96	122	258
CG15283	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CG15286	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
CG1529	1234	258	712	2237	1280	1284	546	456	1147	1595	453	401	1103	481	598	512	1228	1134	675	710	586	370	490	568
CG15293	22	0	0	6	0	0	0	20	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0	0
CG15296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
CG15306	0	0	0	12	0	2	0	2	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0
CG15308	0	0	6	0	2	0	0	2	26	6	0	4	0	0	0	0	2	0	0	0	0	2	0	0
CG15309	1416	465	1028	2636	1108	1360	400	342	863	1545	458	318	1306	531	563	453	737	1329	512	622	514	367	496	369
CG15312	64	25	66	164	91	82	35	16	37	83	11	32	70	25	38	45	81	57	12	9	26	14	12	10
CG15317	298	74	214	626	291	305	141	130	304	367	128	134	324	140	198	124	350	330	231	174	197	126	162	227
CG1532	2007	463	1422	3371	1681	1821	762	569	2188	2281	714	613	1895	750	913	900	1870	1943	1080	1284	1147	648	838	1038
CG15322	85	28	50	164	72	64	24	14	74	56	18	12	62	30	20	22	28	65	48	64	42	20	26	22
CG15330	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
CG15332	0	0	0	0	2	0	0	1	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	2
CG15333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15336	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CG15337	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15343	816	96	224	356	336	166	22	4	32	26	10	6	286	140	398	14	28	24	220	98	132	12	12	36
CG15347	156	8	34	30	103	24	14	20	8	10	4	0	16	14	45	2	6	14	14	16	4	0	2	0
CG15353	8128	2716	728	15237	1745	6196	1597	574	1086	376	336	524	1119	698	1095	346	1942	1751	1610	1156	3362	486	308	1682
CG15356	1982	501	1198	3749	1886	1870	791	747	1881	2213	712	646	1734	866	1055	876	2072	1908	972	1301	982	564	693	968
CG15357	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15358	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15362	151	62	121	359	163	190	74	69	190	275	52	52	181	78	69	63	129	176	82	76	62	58	70	60
CG15365	1269	298	855	2325	1287	1171	496	452	1043	1266	401	397	1082	559	641	494	1268	1146	511	625	460	374	397	461
CG15368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15369	1084	8	66	86	72	22	2	52	24	12	4	2	14	106	4	4	4	4	26	33	8	2	2	0
CG1537	94	14	40	80	47	49	8	4	25	40	16	6	14	24	16	2	20	22	24	28	18	14	8	14
CG15370	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15375	0	0	2	6	0	0	0	0	2	4	2	0	0	0	0	2	0	0	2	0	0	1	0	0
CG15382	37	12	40	77	65	37	15	9	32	51	17	8	27	17	21	27	37	34	16	17	22	8	15	18
CG15385	187	30	52	167	84	72	29	36	59	89	25	19	77	41	35	37	52	80	26	41	17	4	10	12
CG15386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15387	1026	275	790	2096	1095	1100	384	335	1122	1339	423	423	1064	450	616	453	863	1195	563	820	630	480	500	587
CG15390	96	26	88	186	91	96	52	42	120	172	48	32	118	36	74	28	126	136	50	74	40	44	52	64
CG15394	0	2	0	8	0	12	2	4	8	4	0	2	0	4	0	2	0	0	16	14	0	0	0	2
CG15395	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15399	2	0	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15403	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
CG15404	172	14	344	119	46	144	2	0	2	0	2	22	18	28	10	0	0	12	82	56	51	0	2	4
CG15406	0	30	0	6	2	28	0	0	0	0	0	2	4	0	0	0	4	1	0	0	0	0	0	0
CG15408	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15412	15	4	16	12	8	2	12	3	4	3	6	3	1	4	2	0	4	16	1	3	2	1	0	0
CG15414	202	40	146	1287	245	209	191	90	216	282	106	102	220	107	169	110	160	244	50	80	70	28	42	52
CG15418	4	0	2	2	0	0	0	0	2	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0
CG1542	1540	420	1134	3091	1628	1580	920	652	2166	2504	732	638	1598	726	1076	912	2065	1854	1132	1280	1064	696	856	1170
CG15422	2	0	2	0	0	0	0	0	2	2	0	0	2	0	0	0	2	0	2	0	0	0	0	0
CG15423	4	0	0	0	0	0	0	2	0	0	2	2	0	2	0	0	0	2	2	2	0	0	0	0
CG15425	2	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CG15429	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
CG15431	55	19	20	61	16	42	14	2	24	22	0	4	20	18	25	14	20	36	26	34	6	12	4	26
CG15432	644	174	473	1574	728	868	309	246	738	983	324	288	640	278	396	408	826	846	336	416	352	276	332	410
CG15435	551	128	276	870	406	432	196	139	476	535	175	166	418	218	234	165	352	444	264	277	267	168	174	238
CG15436	373	104	224	886	520	533	147	142	354	513	150	147	472	185	285	180	441	565	204	253	244	186	188	274
CG15439	1402	383	841	2922	1452	1384	618	562	1520	1816	592	573	1238	550	857	683	1614	1561	778	1011	825	540	625	759
CG1544	828	176	379	983	588	492	244	203	487	727	188	142	742	309	414	283	355	708	110	141	100	104	105	128
CG15440	1424	396	874	2812	1413	1452	540	488	1506	1871	530	484	1244	606	724	678	1410	1655	839	966	834	588	684	788
CG15443	955	273	606	1571	911	828	341	306	862	1080	352	302	898	382	449	468	902	1096	502	579	460	374	400	444
CG15445	1415	440	890	2620	1357	1375	627	519	1574	2004	691	468	1296	588	757	684	1619	1498	799	986	910	574	658	804
CG15446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
CG15449	152	25	125	236	110	116	83	82	168	226	76	26	156	83	138	126	240	337	112	107	149	111	100	92
CG1545	46	14	32	30	34	12	8	12	20	18	2	2	24	14	22	2	6	15	12	18	8	2	10	18
CG15450	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15452	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG15456	96	24	68	174	92	101	48	35	130	122	44	30	111	38	64	40	144	118	60	87	64	56	62	70
