geneid	WT_1	WT_2	WT_3	toyKD_1	toyKD_2	toyKD_3	PcKD_1	PcKD_2	PcKD_3	toy-PcKD_1	toy-PcKD_2	toy-PcKD_3	SfmbtKD_1	SfmbtKD_2	SfmbtKD_3	toy-SfmbtKD_1	toy-SfmbtKD_2	toy-SfmbtKD_3	ScmKD_1	ScmKD_2	ScmKD_3	toy-ScmKD_1	toy-ScmKD_2	toy-ScmKD_3
Golgin104	662	152	448	1164	590	645	232	248	638	660	206	214	644	278	368	348	648	656	253	344	322	223	220	296
Golgin245	2601	776	1618	4503	2333	2323	925	775	2191	2924	712	817	2628	1085	1514	1147	1960	2640	1132	1395	1214	640	790	897
Golgin84	831	266	595	1688	844	892	383	408	959	1250	405	332	894	378	502	432	1050	987	440	602	435	353	388	424
Gos28	500	137	364	908	445	498	207	178	599	596	143	179	523	216	297	176	396	493	275	234	250	156	182	198
Got1	3575	1008	2565	6819	3399	3443	1710	1406	4230	5069	1598	1312	3613	1592	2158	1772	3787	4374	2460	3107	2504	1688	1988	2444
Got2	5842	1304	3293	9117	5585	5385	2345	1973	5646	6340	2128	1801	4229	2129	2604	2404	5919	5124	3183	3584	3316	1967	2473	3082
Gp150	38055	10361	26512	70714	38684	41544	18204	15747	38529	55490	15328	14376	41198	18544	24954	20586	44483	49302	26453	32325	28496	20599	23026	29223
Gp210	10069	2715	6098	19294	10119	10712	4267	3974	9129	13093	3701	3426	8812	4022	5067	3995	11478	9172	4853	5474	5255	3500	3663	4953
Gp93	28367	9491	21572	57048	24793	28485	13336	9581	31357	40888	10666	8871	33148	14626	17885	14470	21522	34703	16622	20101	18219	11276	14736	15072
Gpa2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpb5	56	6	14	94	40	38	6	8	12	4	4	0	12	6	12	2	4	6	12	2	4	2	6	4
Gpdh	953	234	566	1744	920	863	367	367	740	770	282	224	723	352	452	400	715	775	444	494	405	244	240	360
Gpi1	568	142	329	1051	596	517	206	148	500	561	185	213	380	170	264	247	539	445	272	281	250	172	188	212
Gpo-1	292	90	146	394	248	205	166	144	369	252	102	85	296	100	216	134	488	277	257	366	248	120	156	246
Gprk1	4122	1127	3055	7139	3893	4078	1480	1399	3306	4426	1138	1238	2742	1236	1630	1159	2665	2467	1740	2053	1655	1057	1201	1443
Gprk2	3562	982	2236	5364	3037	2789	1305	1097	2644	2839	764	743	3255	1437	1809	1154	2377	2953	1612	1948	1760	848	990	1188
Gr10a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr10b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr21a	0	0	0	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0	0	2	0	0	0	2
Gr22a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr22b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr22c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr22d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr22e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr22f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr23a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Gr28a	2	0	0	0	4	6	2	0	0	2	0	0	6	2	0	0	0	0	0	2	2	2	0	2
Gr28b	0	0	6	14	2	6	0	2	4	0	2	0	0	2	0	2	0	2	4	10	2	2	0	2
Gr2a	2	0	2	5	3	2	0	0	0	2	0	0	0	0	2	0	0	4	0	0	0	0	0	0
Gr32a	4	2	0	3	4	0	0	0	2	2	2	0	0	0	4	0	7	0	0	0	2	0	0	0
Gr33a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr36a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr36b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr36c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr39a	3	3	0	6	4	2	2	0	2	5	2	0	4	1	2	7	4	7	2	0	2	0	2	0
Gr39b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr43a	4	0	0	8	4	4	1	4	0	2	0	2	8	10	0	10	2	0	8	0	2	4	0	10
Gr47a	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr47b	2	1	2	6	8	2	2	0	11	6	0	2	6	0	0	4	0	7	2	0	2	0	0	0
Gr57a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr58a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr58b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr58c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr59a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr59b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr59c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr59d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr59e	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Gr59f	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr5a	3	0	4	7	3	8	2	4	0	3	4	0	2	0	0	0	3	4	4	4	1	0	2	0
Gr61a	10	2	20	66	23	34	14	10	16	38	12	8	21	6	10	18	24	22	2	2	2	4	0	6
Gr63a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0
Gr64a	100	17	30	2	0	1	63	39	62	0	0	0	128	70	61	0	0	0	90	95	82	36	56	77
Gr64b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr64c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr64d	2	0	0	0	0	0	1	2	3	0	0	0	0	1	1	0	0	0	0	1	1	0	2	0
Gr64e	3	0	0	0	0	0	1	0	2	0	0	0	2	1	2	0	0	0	3	0	0	0	0	2
Gr64f	40	6	9	1	2	2	10	16	18	0	0	0	21	12	40	0	0	0	10	11	6	3	2	0
Gr66a	2	0	1	0	2	4	2	0	6	4	0	0	2	0	2	0	2	10	0	0	2	0	4	0
Gr68a	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr77a	0	0	0	0	0	0	0	0	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
Gr85a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr89a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr92a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr93a	7	0	0	2	2	1	0	0	0	0	0	0	2	2	2	6	0	0	2	0	0	2	0	2
Gr93b	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gr93c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr93d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr94a	0	0	0	0	2	0	0	0	3	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Gr97a	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Gr98a	0	0	0	0	2	0	2	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gr98b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Gr98c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr98d	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gr9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Graf	2190	572	1339	3869	2114	1963	707	751	1880	2246	642	688	1968	883	1138	817	2001	2194	970	1097	1065	553	666	877
Grasp65	2705	966	2274	5812	2570	2769	1307	876	2919	3961	1049	804	3368	1509	1718	1572	2306	3520	1687	1984	1955	1242	1590	1503
Grd	0	0	2	6	0	12	0	0	0	2	0	0	8	6	2	10	2	4	0	0	0	0	0	0
Grip	186	78	160	411	119	164	109	110	364	414	94	58	232	104	130	132	202	262	91	126	110	48	80	70
Grip128	1167	293	788	2193	1173	1232	586	519	1229	1609	458	458	989	448	596	562	1377	1206	708	891	631	404	524	671
Grip163	934	278	628	1809	1030	981	372	310	994	1177	356	336	928	446	540	408	1135	1042	486	622	532	306	372	492
Grip71	1239	326	804	2179	1168	1272	504	419	1239	1553	423	431	966	522	619	509	1155	1110	585	606	602	352	452	580
Grip75	1265	294	734	2187	1267	1331	494	463	1278	1468	444	417	1247	492	657	622	1415	1250	711	802	640	460	562	701
Grip84	2159	494	1514	3957	2098	2096	874	832	2129	2698	770	795	2036	984	1200	1122	2272	2318	1149	1462	1269	814	894	1260
Grip91	2054	572	1317	3753	2183	1956	992	794	1988	2880	767	693	1976	808	1206	1026	2417	2256	1293	1496	1200	814	964	1322
Grx-1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gs1	4823	546	1426	1786	805	837	256	406	751	1123	375	160	1641	886	816	416	232	1768	387	468	588	182	268	228
Gs1l	372	120	273	831	456	467	174	142	446	517	175	143	374	181	235	207	573	412	214	249	232	134	155	209
Gs2	4579	1085	788	8161	1251	2893	438	312	410	1782	218	266	1217	448	698	442	946	2267	808	974	2055	398	497	1620
Gsc	6	2	0	8	2	4	2	0	4	0	0	0	4	0	6	4	0	12	0	8	2	2	0	0
GstD1	18659	4562	11074	31609	19103	15383	8807	7095	17454	23348	6604	5676	12295	5892	8552	6817	15588	15491	10112	11194	9991	6643	8182	9812
GstD10	74	0	10	25	8	16	2	10	14	8	0	0	14	12	12	10	11	0	6	6	2	4	0	2
GstD11	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GstD2	12	2	8	19	26	12	7	4	7	9	8	4	6	8	4	4	9	12	4	0	2	4	0	0
GstD3	727	200	452	1302	892	792	634	508	1412	1676	530	428	727	324	509	507	1744	904	332	406	343	230	267	386
GstD4	6	6	2	5	15	4	8	0	11	2	0	0	2	0	0	1	7	2	2	0	0	2	0	0
GstD5	20	2	2	12	4	4	2	2	4	7	0	0	0	2	6	6	6	0	2	0	2	0	0	0
GstD6	4	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0
GstD7	0	2	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
GstD8	2	0	2	2	6	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0
GstD9	272	51	163	584	247	225	162	143	350	500	144	119	224	89	127	153	314	295	149	183	133	118	116	188
GstE1	764	94	292	954	729	623	298	302	668	795	252	302	544	301	462	476	1809	926	408	476	272	240	294	560
GstE10	6	2	0	0	0	0	2	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GstE11	2572	702	1930	5235	2533	2760	1111	899	2960	3403	1022	914	2831	1284	1663	1290	2485	3054	1633	1877	1655	1163	1553	1752
GstE12	4059	882	2199	5966	3466	3386	1425	1284	3320	4205	1198	1075	2525	1201	1661	1407	3132	3112	2157	2522	2079	1391	1813	2279
GstE13	1440	348	1139	2678	1496	1520	600	534	1578	1731	506	462	1249	594	749	610	1704	1472	877	1080	857	550	760	836
GstE14	630	152	317	1087	543	520	136	229	475	96	74	24	422	314	405	75	6	126	683	406	194	82	76	98
GstE2	62	14	20	21	32	33	8	6	10	4	2	0	4	0	6	0	8	0	8	4	4	2	2	12
GstE3	2189	40	108	248	124	74	46	56	156	78	38	22	54	264	38	34	77	40	22	68	38	18	22	34
GstE4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GstE5	66	20	16	126	90	86	30	6	96	105	46	16	77	38	52	45	129	57	42	42	54	49	54	56
GstE6	42	2	17	61	50	49	32	28	53	74	22	10	37	9	22	28	222	44	20	28	14	16	13	24
GstE7	197	2	2	28	8	12	4	10	14	8	8	2	10	30	0	8	31	0	16	4	0	0	0	2
GstE8	27	4	4	16	20	16	16	6	34	33	4	6	2	4	6	2	16	4	16	20	14	10	17	20
GstE9	22	4	2	2	10	2	2	4	8	2	0	4	4	4	0	2	7	4	3	6	0	0	1	2
GstO1	485	98	348	852	470	504	240	210	538	703	234	192	370	175	240	260	686	513	308	314	259	194	220	344
GstO2	2739	827	1937	5724	3027	3185	1296	1089	3388	4436	1345	1071	2673	1268	1517	1536	3144	3598	1892	2190	1837	1375	1554	2146
GstO3	4239	1086	2683	6251	3327	3741	1408	1038	3701	4722	1227	1180	3120	1333	1829	1506	2558	3926	2261	2615	2473	1466	1792	1936
GstS1	16402	4626	11679	33763	15962	17290	6600	5546	15471	22019	6104	5830	14037	5901	8254	7052	14219	15190	11400	15044	11063	6772	8346	10822
GstT1	1769	489	1046	2792	1532	1740	680	490	1563	1864	511	466	2138	930	1278	977	2043	2330	967	959	851	630	750	842
GstT2	379	94	234	599	346	345	137	106	331	341	83	91	306	124	179	118	269	317	96	124	114	54	82	77
GstT3	250	74	132	472	208	218	91	60	263	266	88	54	162	80	87	96	191	227	112	118	72	92	65	89
GstT4	986	142	368	964	647	809	466	559	1013	1083	356	368	351	245	264	288	991	600	414	481	340	305	260	542
GstZ1	488	156	399	1318	573	646	248	172	564	735	214	158	644	246	351	282	504	708	326	405	368	228	299	281
GstZ2	2312	970	1532	3286	1416	1525	370	345	1135	1713	484	334	2301	841	1030	785	1118	2407	988	1101	917	568	850	690
Gtp-bp	4833	1584	3980	10391	4631	5600	2427	1770	5962	7174	1946	1885	5594	2495	3008	2796	4752	6245	3063	3758	3446	2253	2938	3150
Gug	7640	2505	5201	15540	7577	7936	2984	2767	5397	8716	2258	2206	7786	3544	4380	3178	8884	7732	3804	4186	4159	2667	2791	3473
Gyc32E	190	28	98	437	259	268	133	136	246	406	136	100	151	83	114	118	601	326	72	73	55	92	99	142
Gyc76C	6	3	0	1	6	3	0	0	1	3	0	0	1	1	2	1	2	1	2	0	0	0	0	0
Gyc88E	8	0	4	4	0	0	0	2	2	6	5	0	1	0	0	2	2	2	0	4	0	0	0	2
Gyc89Da	20	10	28	48	2	10	4	2	2	4	6	0	6	6	2	6	0	8	18	6	0	6	0	2
Gyc89Db	14	2	6	24	6	2	2	6	2	8	2	4	22	10	8	16	12	16	8	10	16	6	2	8
Gycalpha99B	85	26	30	62	18	12	16	0	18	26	4	4	26	6	10	6	12	18	6	20	14	6	2	6
Gycbeta100B	74	26	35	55	38	41	14	16	45	98	40	24	57	33	44	26	52	68	18	16	20	10	10	26
Gyf	9969	2574	6471	18691	9456	9816	3836	3559	8453	11601	3385	3079	9083	4100	5343	3807	9107	8605	3269	3802	3264	2163	2471	2817
H	4089	1196	2700	7247	3762	3881	1672	1346	3334	4939	1388	1360	3739	1782	2171	1730	3712	4095	2152	2556	2324	1456	1612	1952
H15	768	262	687	1718	684	674	249	146	556	834	198	188	739	310	370	269	283	893	342	522	471	270	353	276
H2.0	80	24	51	176	74	50	24	6	72	78	20	20	78	24	20	30	34	51	48	62	50	40	44	16
HBS1	1908	576	1372	3510	1874	1802	755	664	2075	2478	710	622	1872	906	1127	879	2042	2090	1297	1558	1226	810	981	1238
HDAC1	10835	3097	7858	21173	11029	10845	4807	4485	12516	14784	4155	3939	10988	4939	7025	5614	12420	12198	6557	7852	6620	4092	4963	6444
HDAC11	14	6	0	16	6	4	10	4	10	18	2	0	14	2	2	2	26	10	4	2	6	2	6	8
HDAC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HDAC4	2092	618	1369	3945	2059	2066	801	710	1793	2190	632	700	1922	871	1040	672	1745	1858	786	892	766	448	452	588
HDAC6	2787	585	1469	4062	2152	1994	919	851	2156	3017	803	769	1871	951	1207	948	2033	2203	1037	1357	1067	697	841	1187
HEATR2	750	209	497	1243	615	658	244	232	621	895	254	217	654	308	325	278	549	652	397	531	385	281	273	356
HERC2	2874	1012	2012	5851	2854	3147	1179	1082	2263	3410	986	810	2906	1374	1766	1326	4179	3300	2007	2360	2425	1534	1676	2124
HGTX	42	14	4	32	0	0	12	12	18	30	24	12	20	2	12	16	48	8	30	30	20	8	2	40
HHEX	0	0	0	4	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIP	1335	442	1072	2807	1535	1607	718	486	1947	2224	654	537	1868	785	1139	829	1660	1989	1122	1245	1071	719	834	974
HIP-R	2126	708	1672	4448	2345	2210	716	704	1682	2397	717	577	2222	845	1382	985	1638	2046	1060	1389	1155	751	882	986
HIPP1	3955	956	2663	7236	3888	3858	1640	1400	3760	5197	1392	1358	3697	1589	2229	1653	3798	3927	2016	2355	1975	1272	1366	1638
HLH3B	14	10	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLH4C	6	6	0	20	0	2	0	0	0	10	2	0	0	0	0	0	2	0	0	0	0	0	0	0
HLH54F	4	0	2	6	2	3	0	0	4	10	2	2	2	0	4	4	2	2	2	2	0	6	2	2
HP1D3csd	42	0	14	32	19	11	9	4	14	32	10	9	269	128	232	357	461	540	19	4	10	10	8	6
HP1Lcsd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HP1b	3083	795	1954	5228	2625	2866	1274	1034	3379	3517	1070	950	2564	1078	1610	1185	2834	2936	1597	1847	1608	1076	1280	1666
HP1c	1860	506	1254	3291	1774	1864	756	636	1934	2279	798	644	1810	744	1046	860	1752	1954	1110	1272	1244	774	978	1194
HP1e	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HP4	1371	433	972	2867	1424	1593	660	620	1696	2011	571	458	1396	571	932	719	1766	1542	899	1183	842	616	783	1103
HP5	3104	867	1850	5515	3135	3091	1214	1265	2577	3683	1072	1024	2843	1254	1879	1395	3033	3023	1462	1868	1473	973	1008	1491
HP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HPS1	408	112	276	726	380	402	154	88	390	418	144	96	264	148	220	138	318	382	202	252	186	162	180	188
HPS4	1072	274	663	1806	968	878	392	325	957	1162	350	358	864	376	476	363	771	979	414	594	444	354	316	402
HSPC300	595	149	473	1219	615	588	266	213	630	677	232	202	647	264	371	260	570	668	253	335	286	221	295	268
Hakai	1272	318	816	2169	1200	1173	550	430	1433	1587	498	416	1079	532	672	590	1298	1472	725	690	642	454	494	632
Hand	160	11	42	42	90	24	24	10	10	4	0	2	4	30	96	0	16	16	10	10	4	8	2	2
Hasp	180	20	14	46	16	14	12	4	20	68	12	4	36	14	24	46	70	32	8	10	14	6	4	2
Haspin	2379	586	1614	4178	2366	2043	899	725	2003	2940	830	743	1924	750	1111	821	2075	1926	1109	1254	1086	722	746	889
Hat1	2587	684	1525	4573	2456	2520	1094	978	2828	3277	904	880	2244	980	1452	1198	2799	2670	1472	1640	1277	964	1140	1428
Hayan	957	156	441	1259	654	637	273	284	721	1034	242	243	698	322	396	339	627	754	315	459	375	191	292	324
Hcf	9766	2583	6270	17909	9549	9324	3846	3206	7809	10957	3132	2873	9226	4142	5440	3770	9183	9036	3991	4746	3979	2517	2622	3384
Hcs	1104	306	766	2046	1128	1142	425	375	907	1203	276	364	1001	424	632	473	899	870	430	500	417	251	280	388
Hdc	27	13	22	45	6	17	3	0	4	34	2	0	21	4	15	20	0	10	0	0	0	0	4	0
He	1055	169	338	895	1283	536	104	78	192	166	94	48	278	94	408	133	291	274	329	180	171	100	82	162
Hel25E	15063	4136	9906	27720	14885	14583	6662	5518	15433	19117	5698	5000	13617	6267	8177	6812	13855	15753	7823	9320	7925	4993	6016	7389
Hel89B	4691	1309	2861	8829	4616	4675	1718	1466	4106	4648	1371	1320	4687	2035	2749	2006	4493	4826	2118	2394	2150	1340	1448	1914
Hem	3656	966	2444	6411	3301	3342	1426	1176	2980	4291	1284	1140	3508	1570	2006	1576	3196	4114	2142	2870	2292	1430	1614	2072
Hen1	246	50	158	434	219	316	97	99	282	349	109	112	202	96	172	90	295	228	153	186	135	118	99	145
Herp	1520	378	908	2552	1312	1279	581	516	1354	1641	498	476	1322	610	790	623	1187	1480	764	824	780	455	518	687
Hers	3070	994	2124	5865	3076	3320	1104	1043	2096	3338	974	809	3020	1562	1795	1354	3159	3214	1867	1976	1893	1145	1386	1622
Hesr	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	2	0
Hex-A	3403	918	2484	6351	3303	3331	1348	988	3326	3756	1162	1090	2804	1418	1670	1453	3162	3432	2052	2459	2374	1475	1614	2037
Hex-C	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
Hex-t1	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hex-t2	2	0	0	2	0	2	0	0	0	0	4	2	0	0	0	0	0	0	4	0	0	0	0	0
Hexim	1507	394	982	2577	1436	1456	580	536	1669	1846	616	526	1296	581	789	668	1350	1491	754	850	784	532	625	776
Hexo1	6896	2079	5375	13693	6363	7821	3451	2773	8418	11851	3229	3158	7779	3207	3891	4190	7316	10045	4510	5563	4871	3710	4829	5143
Hexo2	2558	431	1008	1840	2062	1128	370	262	616	671	312	170	1020	550	1016	350	856	1004	727	558	654	248	328	538
Hey	40	16	19	6	0	2	0	0	11	6	12	0	10	0	1	0	14	8	0	4	10	0	0	4
Hf	183	2	6	36	34	20	0	16	6	3	6	0	18	14	8	4	4	8	2	4	2	0	2	0
Hil	1760	510	1087	3602	1884	1867	737	732	1759	2375	698	673	1602	819	1093	853	1921	1813	897	1095	944	549	592	816
Him	10	2	14	35	14	10	4	2	4	8	2	6	14	8	2	8	4	2	12	10	4	4	6	4
Hip1	1438	350	918	2452	1392	1436	574	522	1268	1582	465	438	1280	534	804	588	1422	1362	658	842	696	460	510	568
Hip14	1884	552	1138	3246	1589	1657	786	678	1670	2250	676	580	1687	860	1054	854	1956	1872	1082	1320	1056	736	855	986
HipHop	1012	268	636	2042	1106	1010	566	466	1352	1585	452	536	998	512	608	489	1590	1094	616	644	562	378	436	598
Hipk	7965	2533	6215	15576	7703	8448	3311	3000	5712	9867	2785	2577	7831	3578	4387	3504	8732	7799	4390	5415	5156	3336	3400	4687
Hira	1518	392	930	2931	1599	1610	584	530	1414	2178	640	630	1423	615	855	782	1794	1719	787	1000	896	590	755	911
His1:CG31617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His1:CG33864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG31618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
His2A:CG33844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
