Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	res_WT_vs_PcKD_change
GstD3	596.247451804591	1.02659439479398	0.177874307175028	5.77145969588409	7.85877574257324e-09	3.36743608283232e-07	enriched in absence of Pc
GstZ2	1062.87624883716	-1.4410643382148	0.216090082095419	-6.66881295171367	2.57880665814779e-11	2.14711861675541e-09	depleted in absence of Pc
Gyc32E	155.286770542504	1.05091071471519	0.276613780387085	3.79919869951736	0.00014516467527389	0.00151388130293269	enriched in absence of Pc
Gycalpha99B	15.2509081386187	-1.96729549870498	0.645718262008345	-3.04667780741743	0.00231385582318267	0.0138899164626106	depleted in absence of Pc
Hasp	22.9932620647473	-2.19953888786299	0.688233780251901	-3.19591823443763	0.0013938660614028	0.00928126289650593	depleted in absence of Pc
He	252.68386460732	-1.73191405522312	0.431906448274346	-4.00992868280357	6.07370898695637e-05	0.000753036970162472	depleted in absence of Pc
Hexo2	689.806923782508	-1.34350352225486	0.283786170579351	-4.73421068937958	2.19909201117375e-06	4.62441504854834e-05	depleted in absence of Pc
Hsp23	35006.0412589039	-1.43658304698195	0.3022611134383	-4.75278817920187	2.00630508944825e-06	4.24515917790073e-05	depleted in absence of Pc
Hsp67Bc	1097.16992540787	-1.8104122547015	0.386108035791643	-4.68887484040467	2.74711337075678e-06	5.58198175196828e-05	depleted in absence of Pc
Hug	7.205776650189	-2.93999517443216	1.15062600230724	-2.55512666021528	0.0106149164180622	0.0443366074083145	depleted in absence of Pc
IA-2	253.322211575341	-1.69371729356208	0.447112210770626	-3.78812578310678	0.00015178800288255	0.00156956179594456	depleted in absence of Pc
Ilp2	12.5950081186264	-6.32398196812338	1.94910765065246	-3.24455243198416	0.00117635358419267	0.00810382914113882	depleted in absence of Pc
Ilp3	4.91468081052904	-6.23109279972943	2.12931901732843	-2.92633125850129	0.00342985514403778	0.0188743398872063	depleted in absence of Pc
Ilp5	3.90508865197745	-6.21221386252885	2.18021031177096	-2.84936449891512	0.00438066612598491	0.0227151401499805	depleted in absence of Pc
Ilp6	137.339887914479	-2.33150884427217	0.373320092601959	-6.24533447429006	4.22894171200777e-10	2.50708413005038e-08	depleted in absence of Pc
Ilp8	503.550177768199	7.03545096108404	0.853180406943939	8.24614689205623	1.63583566777827e-16	4.18814826842931e-14	enriched in absence of Pc
Karl	229.239624413509	-1.17978925418962	0.344983651003827	-3.41984105842897	0.000626577334854639	0.00491468151581263	depleted in absence of Pc
Kr	93.3714136097252	2.28816257072837	0.553967704984316	4.13049813218472	3.61978036308378e-05	0.000492954397584321	enriched in absence of Pc
Ktl	36.1786960822671	-1.85196603748008	0.606679678517367	-3.05262579753124	0.00226848625979495	0.0136575942307819	depleted in absence of Pc
LKRSDH	495.40517102839	-1.5355013880351	0.265430997434708	-5.78493620894001	7.25398521289554e-09	3.1213471666077e-07	depleted in absence of Pc
LManI	157.723399387095	-1.96323904586835	0.472150079834285	-4.15808263033103	3.20929944896374e-05	0.000446554832293989	depleted in absence of Pc
Lim3	182.477742661027	-1.17835739237834	0.239310957858341	-4.92395919904285	8.48105269652449e-07	2.029309828624e-05	depleted in absence of Pc
Lkr	6.40001258729909	-3.7925354960418	1.32779260457534	-2.85627098913895	0.00428649108814462	0.0223399263275771	depleted in absence of Pc
Lsd-1	236.425501093067	-2.35668858648275	0.843551165513705	-2.79377076676502	0.00520973943359986	0.0258618233347049	depleted in absence of Pc
MFS9	19.3905878832503	-1.98246975680121	0.738276589604838	-2.68526699168712	0.00724718875021563	0.0332073646491983	depleted in absence of Pc
Mct1	185.658424379219	-1.87708274799269	0.554584161003408	-3.38466707126379	0.0007126463470359	0.00544236483221078	depleted in absence of Pc
Mec2	192.449906700916	-1.2059235414099	0.416775728433777	-2.89345914154286	0.0038102386053639	0.0204296615484459	depleted in absence of Pc
Mes2	262.110409540755	-1.07070764697086	0.198432778314928	-5.39582046909387	6.82111256305198e-08	2.25338754058759e-06	depleted in absence of Pc
Mid1	133.045112653237	-1.18872006638107	0.237149981609823	-5.01252438778107	5.37205642057598e-07	1.38229220610851e-05	depleted in absence of Pc
Muc11A	26.7812898352793	-6.1420108109872	2.30612573989507	-2.66334602000785	0.00773678116574941	0.034996632472809	depleted in absence of Pc
ND4	1391.31870568362	-1.11210718477799	0.330703706625986	-3.36285068021854	0.000771420777371459	0.00576230501900883	depleted in absence of Pc
NT5E-2	77.3386947538405	-2.69760296887991	0.546227976929356	-4.93860271318324	7.86843308664019e-07	1.90048639717647e-05	depleted in absence of Pc
Ndae1	73.7044438014594	-1.26757935328568	0.440527350168407	-2.87741351995763	0.00400949793016026	0.0212973383313129	depleted in absence of Pc
Nep4	54.5694225102241	-2.1720389945724	0.432795524101091	-5.01862628797673	5.20422768667677e-07	1.34927837314574e-05	depleted in absence of Pc
NijB	17.0226175414396	-1.88447176445638	0.649114762267752	-2.90314113004113	0.00369440111137368	0.0200287780738898	depleted in absence of Pc
NimC2	104.471620915024	-2.80831336447017	0.846612493140351	-3.31711779264355	0.000909512622797402	0.00656400195212699	depleted in absence of Pc
Nlg2	26.8478787721078	-1.61904805957982	0.597526600631595	-2.70958323507013	0.00673677993828061	0.0313233266330327	depleted in absence of Pc
Nlg3	38.5642057490354	-1.59336146611746	0.472195865343274	-3.37436556111969	0.000739860447533374	0.00557946306567694	depleted in absence of Pc
Nlg4	43.6908218461729	-1.50659411325714	0.475053672750119	-3.17141872524712	0.0015169631002247	0.00989504401872686	depleted in absence of Pc
Nna1	178.329880973368	-1.11295850879982	0.392040197366771	-2.83888875751838	0.00452709362861195	0.0232507351306996	depleted in absence of Pc
Nox	888.160770555662	1.91215077236345	0.177035629262018	10.8009375306787	3.40706738302802e-27	3.489177706959e-24	enriched in absence of Pc
Nplp1	738.403339402918	-1.38680508480561	0.217292630360507	-6.3822002729903	1.7456145973196e-10	1.16083370721753e-08	depleted in absence of Pc
Nplp2	248.04445250208	-2.44853591859162	0.795691900103073	-3.07724122650293	0.00208926151962447	0.012827414401963	depleted in absence of Pc
Nrk	298.584906591838	-1.14059067820474	0.159450318179618	-7.15326686849182	8.47366381054413e-13	1.11254860363824e-10	depleted in absence of Pc
Oat	274.769479540679	-1.37326434505602	0.344703818889082	-3.98389652160454	6.77944022226217e-05	0.000821636062913454	depleted in absence of Pc
Oatp58Dc	8.12610172258739	-3.78657548134392	1.05634362400956	-3.58460579993017	0.00033758769848668	0.00297843488236646	depleted in absence of Pc
Obp44a	2367.27916457267	-2.23110672529806	0.435380135129323	-5.12450280864409	2.98323902937952e-07	8.32461877380808e-06	depleted in absence of Pc
Obp49a	14.1766009904598	3.85464865570061	1.27990800093352	3.01166072318415	0.00259822816040494	0.0152678570730593	enriched in absence of Pc
Obp56a	381.968466003221	2.76122175285338	0.709353543335313	3.89258893367949	9.91801238282066e-05	0.00110763756611196	enriched in absence of Pc
Obp56b	3.67151622969634	4.99035676576627	1.72579133232969	2.8916339260029	0.00383244211366666	0.0205164870287822	enriched in absence of Pc
Obp99a	2425.00603853543	-1.24094382177105	0.175969086971349	-7.05205580780846	1.76293463175441e-12	2.07519696135596e-10	depleted in absence of Pc
Obp99c	101.109626148401	-2.21290397018103	0.760822842731837	-2.90856668056298	0.003630897360691	0.0197472224486652	depleted in absence of Pc
Oct-TyrR	13.8004491016744	-2.36670457007826	0.849494873113138	-2.7860139536864	0.00533605746754856	0.0262597619054131	depleted in absence of Pc
Oli	27.38324455181	-2.96958973857063	0.738135658519715	-4.02309481230856	5.74383600306907e-05	0.000719983164105635	depleted in absence of Pc
Orct	224.587826101673	-1.46187424576073	0.359337397024869	-4.0682496669267	4.73676130959055e-05	0.000610946757827668	depleted in absence of Pc
Os-C	53.5781910092959	-1.50979912899598	0.354722448153126	-4.25628300903086	2.07853573209722e-05	0.000307605266364273	depleted in absence of Pc
Osi14	32.6391075307352	5.53562557090555	1.07581803452347	5.14550360122709	2.66804083073316e-07	7.50643026031273e-06	enriched in absence of Pc
Osi15	7.86004378851509	6.83565553045597	2.14792506905322	3.1824459935509	0.00146036748399349	0.00961158316425281	enriched in absence of Pc
Osi24	263.136582037839	-1.0337152589593	0.185611528077708	-5.56924060517689	2.55851976365109e-08	9.4591338987548e-07	depleted in absence of Pc
Osi9	53.1237836721902	-1.0689215772936	0.359337500783449	-2.97470087303181	0.00293274372758272	0.0167508246035553	depleted in absence of Pc
P5cr-2	51.7555790750402	-2.3193576244239	0.555229613158903	-4.17729452726455	2.94996941362664e-05	0.000415598489608313	depleted in absence of Pc
PPO1	3368.47880141179	-3.2109775277513	0.635783878600473	-5.05042300666619	4.40832768893229e-07	1.16944151985082e-05	depleted in absence of Pc
PPO2	5047.49657173368	-2.93419064121074	0.65412462095431	-4.48567527840493	7.26833662213076e-06	0.000126275473518229	depleted in absence of Pc
Pde6	17.9252094707079	-1.81157850733901	0.662271839655247	-2.73540017688514	0.00623044804272745	0.029430820297773	depleted in absence of Pc
Phk-3	1152.52346953893	1.47734944150023	0.29256840552188	5.04958639968301	4.42767648867848e-07	1.16944151985082e-05	enriched in absence of Pc
Pph13	39.8420951276211	1.23050846655459	0.402101957390845	3.06019019290306	0.00221196474734113	0.013395303605297	enriched in absence of Pc
Rab26	34.0624155421857	-1.37456359389786	0.410663452025212	-3.3471778097591	0.000816388269118396	0.00604339844365086	depleted in absence of Pc
Rbp	98.855795935573	-1.36600447895537	0.311052401272019	-4.39155741402163	1.12541608113111e-05	0.000182363703906072	depleted in absence of Pc
Rdh	5.38537812846622	-4.74065669345283	1.37887105204163	-3.43807108462648	0.00058587387734787	0.00465833414434747	depleted in absence of Pc
Rdl	33.2281285950508	-1.55125262160292	0.429613104781823	-3.61081308818714	0.000305238585118074	0.00276632597362318	depleted in absence of Pc
Ret	92.6216182616042	-1.344332358019	0.344530444496729	-3.90192617079959	9.54302670350214e-05	0.00107277866597767	depleted in absence of Pc
Rh4	3.32785747104396	-3.94119966637636	1.51389503972158	-2.60335067026917	0.0092317474547046	0.0399226445426967	depleted in absence of Pc
Rh6	11.2964861076548	4.29302475305534	1.39274905347175	3.0824108207821	0.00205331244236618	0.0126522098208617	enriched in absence of Pc
SP1173	2039.49904479823	2.21522664692073	0.440608850492556	5.02764900079591	4.96529648766086e-07	1.30050131279117e-05	enriched in absence of Pc
Sgs1	90.8514481465137	-10.9286271927572	2.07279976001405	-5.27239890875092	1.34652008872946e-07	4.05579771431718e-06	depleted in absence of Pc
Sgs3	1349.2170584931	-6.2706283098001	1.33991728254339	-4.67986225082296	2.87067724124016e-06	5.78712709203552e-05	depleted in absence of Pc
Sgs4	523.590482221475	-5.8849866968054	1.50167313827815	-3.91895316417077	8.89343924753029e-05	0.00101990718179124	depleted in absence of Pc
Sgs5	1178.40239596797	-4.30756669042459	1.06016778463886	-4.06309902341728	4.8425473955535e-05	0.00062200821534875	depleted in absence of Pc
Sgs7	1191.28244274277	-6.29564457164729	1.02658993183761	-6.13257969555382	8.64653687755719e-10	4.73525049000338e-08	depleted in absence of Pc
Sgs8	408.137649172666	-6.02643908690951	1.18438814128937	-5.08822984359578	3.61421176905047e-07	9.92309456483803e-06	depleted in absence of Pc
Sh	52.1892881807993	-1.00901018929147	0.351287509835078	-2.87232013960639	0.00407469952054115	0.0215208859153491	depleted in absence of Pc
Sid	78.977024537947	-2.12111772759661	0.512588385337494	-4.13805265251971	3.50266002082598e-05	0.000480841035834837	depleted in absence of Pc
Slc45-1	100.817324457618	-1.66569887778548	0.546043048866043	-3.05049003232366	0.00228468263793385	0.0137389517880685	depleted in absence of Pc
Sox15	522.66815898133	6.20470197770893	1.06298548974768	5.83705237517565	5.31323977377438e-09	2.38653019838699e-07	enriched in absence of Pc
Sp212	33.3682953206949	1.77153864607834	0.513865736132134	3.44747376895122	0.000565855351679109	0.00451775058017905	enriched in absence of Pc
Spn47C	743.631161927584	2.85721475871638	0.19966783241998	14.3098401183949	1.89949514679186e-46	1.94527297982955e-42	enriched in absence of Pc
Su(z)2	744.359000101382	1.05527693690703	0.11408998349092	9.24951432735564	2.25515019883672e-20	1.09976158029937e-17	enriched in absence of Pc
Syn1	99.4945481075556	-1.35813729792387	0.319215646193718	-4.25460754859012	2.09415986766579e-05	0.000309024368944746	depleted in absence of Pc
Syt1	354.701213627303	-1.01062086157155	0.276541849295503	-3.65449520261086	0.000257688481407392	0.00242777160818132	depleted in absence of Pc
Syx4	7.97681692533424	-2.2307161116664	0.775702037309693	-2.87573836908179	0.00403083665374819	0.0213553016922065	depleted in absence of Pc
TM4SF	26.3201175214374	-1.45760780694943	0.521013828745115	-2.79763746474857	0.00514778567178308	0.0256099748383481	depleted in absence of Pc
Task6	49.0967002700086	-2.32677913700013	0.885626937635816	-2.62726780105795	0.00860735638854676	0.0377992867817785	depleted in absence of Pc
Tbh	19.4259496136057	-1.64197000373081	0.602400674201453	-2.72571076701968	0.0064163196423541	0.0301281657301001	depleted in absence of Pc
Tdc1	119.84351392035	2.12103830723623	0.483984207061958	4.38245355176374	1.17350190032285e-05	0.000189257211987501	enriched in absence of Pc
Tep1	459.688470089457	-2.02309782649472	0.344669242610208	-5.869679032494	4.36639619569014e-09	2.02336033665442e-07	depleted in absence of Pc
Tie	344.228895879608	1.02646534613558	0.267447223661056	3.83801084970861	0.000124035003029782	0.00133009682306597	enriched in absence of Pc
TkR99D	8.24758560642868	-2.74440259884489	0.945498776449237	-2.90259772640989	0.00370081673148656	0.0200529439932031	depleted in absence of Pc
TrpA1	150.510901306906	1.01303525735201	0.325146464739993	3.11562747010671	0.00183553996810117	0.0115394504685845	enriched in absence of Pc
Tsp29Fb	20.4059200501125	-1.7343832925075	0.640927568312511	-2.70605194448717	0.0068088394677139	0.0315660140284554	depleted in absence of Pc
Tsp42Ek	86.3072123112629	-2.44838422196737	0.766209331257643	-3.19545080186982	0.00139612583371135	0.00928423679418046	depleted in absence of Pc
Tsp5D	22.5129804262025	-1.95616045178996	0.714834180686916	-2.73652338492011	0.00620921816021028	0.029393561480843	depleted in absence of Pc
Ubx	320.501821662748	4.61852499801755	0.698917340645514	6.60811333390573	3.8924865960909e-11	3.06638117158207e-09	enriched in absence of Pc
Ude	200.503467273089	1.86238302269674	0.481217104376655	3.87015134283139	0.000108767809975191	0.00120420663995235	enriched in absence of Pc
Ugt35a	59.995911849314	1.39221508963312	0.536581321557358	2.59460222281386	0.00947004479998777	0.0406125329969325	enriched in absence of Pc
Ugt36Bc	45.9706600571216	-1.27232613209085	0.465463341518726	-2.73346151802088	0.00626724463861455	0.0295365174155783	depleted in absence of Pc
Ugt86Di	768.326181195536	1.21494375966393	0.186522084851568	6.51367241917103	7.33353376578296e-11	5.40307333060311e-09	enriched in absence of Pc
VAChT	45.8632573467894	-2.62178685841803	0.479481534832343	-5.46796209646482	4.55239196422708e-08	1.60762227950516e-06	depleted in absence of Pc
VGlut	36.3983909492607	-2.80873237651153	0.960628314440807	-2.92384924979702	0.00345732138260944	0.0189846800425219	depleted in absence of Pc
Vsx1	16.9492579106626	-2.0460852880546	0.755359612567971	-2.70875653663637	0.0067535878224205	0.0313666634419086	depleted in absence of Pc
aay	240.159817569971	-1.06426868081631	0.35085232933004	-3.03338068995738	0.00241830316172712	0.0143736753797141	depleted in absence of Pc
abd-A	296.840778040359	2.62286658340106	1.02228507605568	2.56568998690753	0.0102970813415467	0.043306944566234	enriched in absence of Pc
ac	212.787605539592	-1.03929944027159	0.191261428709625	-5.43392071931795	5.51290824768634e-08	1.90093243651703e-06	depleted in absence of Pc
alpha-Est8	18.9044848364247	-1.93382545590816	0.700132508396951	-2.76208493780116	0.00574335349785202	0.0277311094632261	depleted in absence of Pc
alpha-Est9	90.1518321246664	-1.01331867920995	0.398338777772086	-2.54386149618034	0.0109634547152126	0.0454561699346123	depleted in absence of Pc
alrm	29.5174484198318	-2.41123536692965	0.856654656916619	-2.8147110944432	0.00488211020069181	0.0245086718457279	depleted in absence of Pc
amd	159.559929061512	1.30299717647633	0.341052517201567	3.82051769377864	0.000133171850528929	0.00140889764593673	enriched in absence of Pc
antr	3.32793583875557	-3.67546327464683	1.42337155022409	-2.58222336540883	0.0098166026956102	0.0417422889315621	depleted in absence of Pc
ap	1096.46243962766	3.4500773795969	0.615295769448626	5.60718527723432	2.05643487977276e-08	7.88762157443927e-07	enriched in absence of Pc
ase	98.2617161956142	-1.80941531486423	0.210476570160508	-8.59675408756607	8.20024448926559e-18	2.54480920650209e-15	depleted in absence of Pc
atilla	86.9921440479528	2.27067410694496	0.391494485622794	5.80001555662461	6.63087677601829e-09	2.90200038731638e-07	enriched in absence of Pc
ato	1379.59359749295	-1.3346011723978	0.184385096086581	-7.23811848529839	4.54951912901069e-13	6.29616559462141e-11	depleted in absence of Pc
bab1	75.1694421674344	-1.18476892240567	0.342323166274023	-3.46096624222411	0.000538240301654135	0.00434709694735015	depleted in absence of Pc
beat-Ia	13.2476197201041	-2.5585827643681	0.874442359567336	-2.92595931152519	0.00343395846601181	0.0188826427033911	depleted in absence of Pc
beat-VI	13.1498102932654	-2.82084932137845	1.02313991734398	-2.75705138032463	0.00583251859573164	0.0280821922608781	depleted in absence of Pc
blanks	27.5459495747132	-2.1558802974446	0.467715372218633	-4.6093851634982	4.03861531472197e-06	7.86301510229424e-05	depleted in absence of Pc
bnl	145.035944092371	-1.31823177920593	0.267587797901575	-4.92635235815499	8.37788617218322e-07	2.00931925736132e-05	depleted in absence of Pc
bru3	110.501140384505	-1.03915635199472	0.302363340607713	-3.43678023237256	0.00058867303843516	0.00467695933794762	depleted in absence of Pc
cac	130.540426126527	-1.16361480136805	0.332528374752712	-3.49929476614856	0.000466490569090905	0.00385579492983047	depleted in absence of Pc
cad	17.5457752856709	5.08077305399328	0.796921860393011	6.37549715537686	1.82370374990217e-10	1.19721475017616e-08	enriched in absence of Pc
cas	17.2586367369441	-1.7623798953315	0.655658631613732	-2.68795347205888	0.00718914131922468	0.0330300566398295	depleted in absence of Pc
cato	25.804771777196	-1.41958153779803	0.49050638388164	-2.894114295851	0.00380229729110452	0.0204071801948506	depleted in absence of Pc
chinmo	1077.91630347935	1.94375472270888	0.482129683700547	4.03160143094645	5.53980783203065e-05	0.000700409530960813	enriched in absence of Pc
cn	102.291246746381	-1.3862043692473	0.329480729085595	-4.20723959514847	2.58509020057765e-05	0.000369747328828432	depleted in absence of Pc
cv-d	427.661504898833	-1.51494702488943	0.221099067848833	-6.85189241017159	7.28793627643593e-12	7.04110900065852e-10	depleted in absence of Pc
dati	59.1240909247063	-2.16296368013594	0.651073386194761	-3.32215035355311	0.000893265460068774	0.0064741200117228	depleted in absence of Pc
dmrt99B	72.3004300026219	-1.68344003022179	0.670502564959661	-2.51071378127103	0.0120487342993661	0.0489452947083729	depleted in absence of Pc
dpr20	7.11923285048534	-2.77199534903463	0.781397920053784	-3.54748237472124	0.000388931773917704	0.00333868423863471	depleted in absence of Pc
dpr3	21.0391568373282	-1.96540011494341	0.603515864089586	-3.25658401359216	0.00112761554912846	0.00780791807885364	depleted in absence of Pc
dpr8	45.269356041053	-1.10854996539912	0.422781946199998	-2.62203714080715	0.00874059050515575	0.0381553228317562	depleted in absence of Pc
dsx-c73A	104.515259050933	-1.58346197180719	0.388554752088236	-4.07526085653844	4.59627950799774e-05	0.000595075833646079	depleted in absence of Pc
dy	77.4672343656933	-2.09482275291575	0.52438878613174	-3.99478937825623	6.47517904020183e-05	0.000789432244651273	depleted in absence of Pc
e(y)2b	10.9502962761689	-2.20864491418088	0.695447844294383	-3.17585988985532	0.00149393086431534	0.00978844912441034	depleted in absence of Pc
ea	439.377416194265	2.30169445485391	0.282850279589393	8.13750107723149	4.03519802928765e-16	9.18321400398552e-14	enriched in absence of Pc
egr	936.1391917351	-1.09205696094219	0.168892568942569	-6.46598584993717	1.00640495965568e-10	7.10799530471298e-09	depleted in absence of Pc
elav	2449.7597956511	-1.05603300600689	0.117131574663575	-9.01578424980645	1.95466826112288e-19	8.00710306486376e-17	depleted in absence of Pc
erm	33.6176636438833	-2.54831289738063	0.853833034051317	-2.98455645981422	0.00283989785855061	0.0163114940938961	depleted in absence of Pc
euc	77.5158708432432	1.9527485721496	0.426816420391364	4.57514865608744	4.75881962500972e-06	8.89939769029723e-05	enriched in absence of Pc
exu	54.6553049920915	-1.46010688336718	0.430325841243647	-3.39302626853051	0.000691250090535746	0.00529872168950343	depleted in absence of Pc
fne	175.198883897026	-2.5528401179357	0.652761699753817	-3.91083012207745	9.19794498739398e-05	0.00104546231538182	depleted in absence of Pc
fru	2222.53306886866	1.66558555835954	0.48774685458768	3.41485658532345	0.000638156023204831	0.00497913921033848	enriched in absence of Pc
fusl	26.0088852647533	-3.16789388549875	1.00559777200905	-3.15025945132088	0.00163125526993948	0.0104803545918759	depleted in absence of Pc
grn	692.930933326908	2.26041849384445	0.286712942225618	7.88390812182346	3.1729762527032e-15	6.37146074586931e-13	enriched in absence of Pc
ham	76.9477615619634	-2.39545016563094	0.585497850999016	-4.09130479564299	4.28952921518394e-05	0.000565826308572366	depleted in absence of Pc
hig	174.219755488593	-1.73039326386224	0.246256923690742	-7.02678015272916	2.11353981927731e-12	2.45963196468397e-10	depleted in absence of Pc
hiw	426.372572022865	-1.08172581133443	0.19560566913681	-5.53013527730552	3.19983931294578e-08	1.15385754943231e-06	depleted in absence of Pc
hkb	3.30871537855456	-5.10035733240135	1.78520738807369	-2.85701110497019	0.00427650875866804	0.0223106093721444	depleted in absence of Pc
hoe1	84.1414702391305	-1.06473634894965	0.353265647506229	-3.01398213063125	0.00257842992278378	0.0151844168138176	depleted in absence of Pc
iab-8	14.2908515843878	3.70177230694124	1.39762902894415	2.64860862952865	0.00808238694976605	0.0361290810792466	enriched in absence of Pc
igl	15.7362168454238	-2.10657317493013	0.716294522555677	-2.94093157017879	0.00327226813849679	0.0181633051524909	depleted in absence of Pc
insb	90.4887464585843	-1.27494461005803	0.27342856803389	-4.66280688673324	3.11925432294872e-06	6.20277349928502e-05	depleted in absence of Pc
kar	248.468426773758	-1.29303297392181	0.240842849040158	-5.36878291830125	7.92697638926507e-08	2.54483276496751e-06	depleted in absence of Pc
ktub	91.1021993507476	-1.35307173734057	0.26418519066593	-5.12167897803013	3.02827118809072e-07	8.40447838407508e-06	depleted in absence of Pc
l(2)34Fc	149.596865511335	1.18252403290659	0.410354076555039	2.88171630420732	0.0039551566140815	0.0210414331869136	enriched in absence of Pc
lectin-24Db	182.01840742038	-1.94839752058782	0.344469676011796	-5.65622362800114	1.54739825674549e-08	6.190197479426e-07	depleted in absence of Pc
lectin-28C	380.013569490026	-1.31696305834111	0.302765098099098	-4.34978492108113	1.36271121514043e-05	0.00021602980734138	depleted in absence of Pc
lov	16.5561406632769	-2.00163725332705	0.645626154485023	-3.10030385141946	0.00193322210595409	0.0120426566831362	depleted in absence of Pc
mGluR	12.1088945374357	-2.26701054211428	0.649830843878962	-3.48861640451239	0.0004855273658112	0.00398739835867883	depleted in absence of Pc
mei-218	16.8028025868573	-2.08576800848433	0.591034323352463	-3.5290133348829	0.000417112112015612	0.00351865332714323	depleted in absence of Pc
metro	182.616015421605	-1.01180153617009	0.145074579877773	-6.9743544115209	3.07278564292295e-12	3.38369868485742e-10	depleted in absence of Pc
mey	364.879492622689	1.18230841191816	0.35928650938066	3.29071195563738	0.000999341843465643	0.00710219279592758	enriched in absence of Pc
mira	262.42080190463	-1.84007778516719	0.268414148964091	-6.85536806561325	7.11291417470832e-12	6.93746229173218e-10	depleted in absence of Pc
mmd	37.8518114048853	-1.38989003413795	0.555369878702642	-2.50263848911786	0.0123271386921084	0.0498783987933157	depleted in absence of Pc
mspo	317.038757526417	-1.07752481182141	0.200648521530512	-5.37021057320652	7.86447571935157e-08	2.5327074164113e-06	depleted in absence of Pc
mthl2	139.942289551255	-1.55474582980381	0.32672179068721	-4.75862300623914	1.94918095768521e-06	4.16082265087658e-05	depleted in absence of Pc
mthl6	104.972473737174	-2.49383104554447	0.954589414909968	-2.61246459115584	0.00898920035643886	0.039007796970462	depleted in absence of Pc
mwh	78.4914121465668	-1.27468781041601	0.45194011717603	-2.82047944400456	0.00479519456030423	0.0242108984642094	depleted in absence of Pc
nAChRalpha1	23.1764528646884	-1.96353127883666	0.677492722088426	-2.89823228326929	0.00375272540611624	0.0201820838954515	depleted in absence of Pc
nAChRalpha2	12.6241073371436	-2.94476304275599	1.06334040708346	-2.76935120977197	0.00561680524435524	0.0272633598336469	depleted in absence of Pc
nAChRbeta1	9.79040664346757	-2.53422132377485	0.99663762206769	-2.54277108114501	0.0109977255164344	0.0455613701512154	depleted in absence of Pc
nAChRbeta3	257.563844938903	-1.15989477501494	0.373622101355729	-3.10445974905161	0.00190626863295004	0.0119109805186341	depleted in absence of Pc
nab	330.249175181104	1.32903752948616	0.358615117679898	3.70602761557997	0.000210535353713486	0.00206324646639217	enriched in absence of Pc
natalisin	81.3752155567088	1.59530384969542	0.387455092368922	4.11739032759033	3.83186777689427e-05	0.000517024478302691	enriched in absence of Pc
nerfin-1	721.548595400076	-1.49902151834146	0.217837691626372	-6.88136890888714	5.92801119187446e-12	6.01076857584023e-10	depleted in absence of Pc
ninaG	4.80120152327689	6.11321188267836	1.67148645986409	3.65735052569641	0.000254835777927128	0.0024075398540145	enriched in absence of Pc
nub	586.090381895507	3.78055793440775	0.756801667137444	4.99544081173537	5.8701526137686e-07	1.49542867954239e-05	enriched in absence of Pc
obst-A	5198.44853250994	-1.14948723776091	0.139967550829008	-8.21252662458305	2.16582014431005e-16	5.28099145187602e-14	depleted in absence of Pc
oc	809.711939313858	-1.68393113908825	0.203945458575651	-8.256771937207	1.49665005234964e-16	3.93004953490069e-14	depleted in absence of Pc
pdm2	85.7838459669037	4.791447540627	1.16192093234765	4.12372942704967	3.72786779423523e-05	0.000504988016941309	enriched in absence of Pc
pgant8	135.893621653007	-1.04190535086895	0.282982314165141	-3.68187444484929	0.000231525431268992	0.00222843227596404	depleted in absence of Pc
phyl	618.738392483663	-1.104794367657	0.161641520499399	-6.83484270776277	8.20950540443101e-12	7.78458748581277e-10	depleted in absence of Pc
pigs	1138.51778604611	1.13313704111104	0.289052467511855	3.92017771328855	8.84836950587493e-05	0.00101701629752711	enriched in absence of Pc
plh	2.32728360268341	-4.53758131978013	1.62611297657964	-2.79044653424048	0.00526353927531605	0.0260531202119438	depleted in absence of Pc
pnr	374.026583099776	-1.5262759790403	0.233733762306561	-6.52997651677924	6.57800041742611e-11	4.91717534852998e-09	depleted in absence of Pc
ppk	8.69493965507045	2.2480741851649	0.731397870580149	3.07366793860326	0.00211444640767045	0.0129200749767023	enriched in absence of Pc
prim	26.4576356730221	-1.61677926751643	0.572857528941837	-2.82230604615233	0.00476796525282564	0.0241010523959464	depleted in absence of Pc
pros	796.333752616376	-1.13201501180075	0.28305355402144	-3.99929623111181	6.35311201374515e-05	0.000778256221683781	depleted in absence of Pc
reb	23.0556811059628	1.6279822960404	0.498249484527418	3.26740387415456	0.00108538718661332	0.00755639033181986	enriched in absence of Pc
regucalcin	5993.8194463442	-1.45691641845089	0.365287939588524	-3.98840547566947	6.65188976299586e-05	0.000809049917610933	depleted in absence of Pc
retinin	16.645599408296	-4.11944188108038	1.09415679985018	-3.76494656126475	0.000166584705097508	0.00169413501976522	depleted in absence of Pc
rg	17.1157881624435	-1.19393113775388	0.473856734615188	-2.51960360703422	0.0117487058546487	0.0479848016968953	depleted in absence of Pc
rib	2.90620945813415	6.09661545414315	1.94325482387336	3.13732166221575	0.00170498961973104	0.0108857847229835	enriched in absence of Pc
rpr	317.793306965155	1.49738391146567	0.279723442236977	5.35308696150362	8.64662680308253e-08	2.73419484215246e-06	enriched in absence of Pc
sage	49.9964914730134	-2.27125532412009	0.429155694635154	-5.29238071989466	1.20734216106455e-07	3.69086300640658e-06	depleted in absence of Pc
