geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	res_wt_v_ScmKD_change
CG4302	6.42290716285111	-4.51112779314334	1.29497966140897	-3.48355107618843	0.00049480869608202	0.00344248359821737	depleted in ScmKD
CG43085	34.6765305537453	-2.17772493074996	0.63464828866467	-3.43138864414492	0.000600499612487269	0.00402567834388517	depleted in ScmKD
CG43110	11.2520650078005	-3.23760316909195	0.934857736996698	-3.46320412290002	0.00053378328957404	0.00366385701643951	depleted in ScmKD
CG43236	19.3573284364516	-1.52016951064171	0.613734535097744	-2.47691701168423	0.0132522711752226	0.0465020032201066	depleted in ScmKD
CG4325	5.0511361760743	-2.87631267863927	1.12557090177331	-2.55542558368177	0.0106058036345074	0.0390838557110438	depleted in ScmKD
CG4341	115.371485696707	-1.5771376582836	0.277828615113736	-5.67665665985472	1.37352765764644e-08	2.97384709132288e-07	depleted in ScmKD
CG43446	30.759118937472	-1.77820628725615	0.553090995862485	-3.21503387427819	0.00130429129924843	0.00752520968766373	depleted in ScmKD
CG43672	26.1051405678054	-1.26520150907972	0.430958592876535	-2.93578438855304	0.0033270548598585	0.0159341071756486	depleted in ScmKD
CG43675	3.99386735189268	-2.85506315313432	1.13828344770048	-2.50821810586987	0.0121341743557018	0.043419315016332	depleted in ScmKD
CG43689	13.4427108012913	-2.33961902388486	0.674806635203234	-3.46709546384384	0.000526115003439867	0.00361849815327581	depleted in ScmKD
CG43707	13.5623667187718	-3.39767589213966	0.858556341026566	-3.95742915144869	7.57607477020147e-05	0.000731259017169022	depleted in ScmKD
CG43737	26.80293858132	-2.55516576129965	0.822229802541268	-3.10760538404518	0.00188609726612544	0.0101340619634788	depleted in ScmKD
CG43740	11.0288055641692	-2.47275051071856	0.731468713332807	-3.3805280603895	0.000723466875068427	0.00469817645375762	depleted in ScmKD
CG4382	387.324159271292	8.99678521931104	1.72254211457943	5.22296966974748	1.76076239314262e-07	3.21999422645957e-06	enriched in ScmKD
CG44004	52.4458236562541	-1.2165480226584	0.434322263752045	-2.80102616004261	0.00509403893911313	0.0221991713938117	depleted in ScmKD
CG4409	31.5087163194905	-1.97495514982733	0.688780347879617	-2.86732215271117	0.00413961395193621	0.0188920617120226	depleted in ScmKD
CG44098	11.320905552088	-2.49940918514342	0.946821119337517	-2.63979027727247	0.00829573460071826	0.0327007767690361	depleted in ScmKD
CG44153	5.33589411810124	-3.45106318482235	1.24725529580517	-2.76692606271477	0.00565875874884082	0.0241062181143423	depleted in ScmKD
CG4467	103.065111697153	-1.11268514865014	0.284665438535046	-3.90874689381428	9.27761014711032e-05	0.000860615991997797	depleted in ScmKD
CG44837	20.5384143765223	-4.03614009427206	1.09479667229908	-3.68665725462623	0.000227219055427548	0.00180104515993307	depleted in ScmKD
CG4562	104.467802591418	2.40373531741703	0.256483586652946	9.37188749106812	7.12468405734937e-21	6.75591568808471e-19	enriched in ScmKD
CG45781	3.43166115284336	-5.73459240721858	2.08347086083667	-2.75242265923303	0.00591561175604476	0.0249615904382589	depleted in ScmKD
CG4630	20.487707804657	-2.01082410294786	0.665989158495887	-3.01930455968568	0.00253355699179555	0.0128765047905599	depleted in ScmKD
CG4678	48.549020053954	-1.50407537471186	0.584476317290716	-2.57337265893656	0.0100712700850997	0.0375327063105916	depleted in ScmKD
CG4793	73.5011189593443	-2.09364249882667	0.591681703969004	-3.53846077169955	0.000402467077551414	0.0028923967306695	depleted in ScmKD
CG4822	252.303089604133	-1.13284953974314	0.379721927322566	-2.98336613777061	0.00285096716144246	0.0141183533367177	depleted in ScmKD
CG4896	921.809236892114	-1.35008070252425	0.0967574431925864	-13.9532490522413	3.0059355414939e-44	2.36798352926454e-41	depleted in ScmKD
CG4927	67.9463163884287	-1.38242646918165	0.430427694191237	-3.21175074893635	0.00131928782949558	0.00759461869694446	depleted in ScmKD
CG4950	317.614593528582	-1.27995265383461	0.389059387737074	-3.28986446331325	0.00100235651980068	0.00608123999957272	depleted in ScmKD
CG4991	12.9112482052064	1.87076669788978	0.74367436125427	2.51557240017603	0.0118839266093084	0.0427029096161147	enriched in ScmKD
CG5050	7.07856912083797	-4.00937849436887	1.39240071504829	-2.8794717289626	0.00398342010269932	0.0183097869262763	depleted in ScmKD
CG5096	36.4996980618838	-1.47015585261163	0.473290186604824	-3.106246218959	0.0018947887286807	0.0101594405080728	depleted in ScmKD
CG5171	155.866449454476	-2.7348832277743	0.963840246897494	-2.83748602175269	0.00454703377535229	0.0202814341870134	depleted in ScmKD
CG5326	821.81127626937	-1.03490409532919	0.145986898126244	-7.08902037519998	1.35064642108009e-12	5.08528308760337e-11	depleted in ScmKD
CG5493	23.0413827931861	-2.60796161869309	0.998600111874735	-2.61161759114667	0.00901149909691447	0.0346812334654269	depleted in ScmKD
CG5618	202.49215203193	-3.4752970159167	0.308523782887257	-11.2642759121966	1.96964334129833e-29	4.48247054627472e-27	depleted in ScmKD
CG5707	12.9464200095201	-2.47009046042668	0.778330910424314	-3.17357363988035	0.00150574699428715	0.0084727225101619	depleted in ScmKD
CG5773	54.9118276204362	-3.59113180867079	1.3778921295177	-2.60625032376649	0.00915395344870233	0.0350975804073982	depleted in ScmKD
CG5882	3.67076001063767	-5.86759404533625	1.69282763531811	-3.46614972659851	0.000527969174496102	0.00362881363490911	depleted in ScmKD
CG5890	4.11212516045287	-2.41783434941367	0.973871921995052	-2.48270259651859	0.0130389898166007	0.0459821951486942	depleted in ScmKD
CG5958	127.792312373523	-3.1214948289916	0.949384908571499	-3.28791283789036	0.00100933083247696	0.0061126889742144	depleted in ScmKD
CG5966	205.545845878615	-1.72293879643249	0.431274220986016	-3.99499602015014	6.46953397168624e-05	0.000635230080575636	depleted in ScmKD
CG5987	63.5262193431624	-1.48321752587717	0.309744045599732	-4.78852635570554	1.68010501012347e-06	2.53775153520273e-05	depleted in ScmKD
CG6041	85.925257807811	-1.93051624703091	0.282855104216581	-6.82510662969238	8.7860031549024e-12	3.05008333252053e-10	depleted in ScmKD
CG6044	710.850233529183	1.00437389465615	0.133458393869321	7.52574540676405	5.24203957706892e-14	2.41818591480914e-12	enriched in ScmKD
CG6071	23.0988103884235	-1.72475718399347	0.576754979010025	-2.99045044561894	0.00278566323943784	0.0138889859956587	depleted in ScmKD
CG6123	8.39635063084984	-2.12054955170917	0.674985410313402	-3.14162279555729	0.00168014338128399	0.00926068265216867	depleted in ScmKD
CG6125	10.0831199823084	-3.72201824773387	1.04644557707314	-3.55681970403487	0.000375371589297455	0.0027328059223267	depleted in ScmKD
CG6218	134.287225481332	-1.24336056909924	0.293086541260616	-4.24229841381092	2.21242240298723e-05	0.000249531033358945	depleted in ScmKD
CG6356	64.1296440613481	-1.80885830050757	0.565792519603541	-3.19703466877764	0.00138848237397985	0.00794129388456963	depleted in ScmKD
CG6762	177.307156766451	-1.09186421274515	0.289055526589932	-3.77735110491113	0.000158505206947948	0.00132538011338358	depleted in ScmKD
CG6785	81.391901069463	-1.4941753510431	0.295017914484467	-5.06469362599257	4.09057682791102e-07	7.01701797230096e-06	depleted in ScmKD
CG6845	438.139304342825	-3.08001995007535	0.246155813667034	-12.5124810346408	6.37998804523788e-36	2.61349830285125e-33	depleted in ScmKD
CG6870	33.0528585806591	-3.4914280455441	1.34039116902146	-2.60478293668034	0.00919324813563819	0.0351955342643255	depleted in ScmKD
CG6912	238.932535042449	-1.325311153751	0.24786736797086	-5.34685612148352	8.94951007333707e-08	1.70673990057812e-06	depleted in ScmKD
CG7080	72.4810247923506	-1.25034757532662	0.495170739441988	-2.52508372513216	0.0115670727938048	0.0418580892160266	depleted in ScmKD
CG7149	39.1637044221511	-1.74530299654647	0.558215811659628	-3.12657391656019	0.00176856039605886	0.00962882882298714	depleted in ScmKD
CG7236	18.7848639752371	1.68350558961306	0.616807907215739	2.72938392961332	0.00634527820646311	0.0264437675110701	enriched in ScmKD
CG7255	103.375495746956	-4.35754961805653	1.3909798656932	-3.13271940560041	0.00173194927759252	0.00944456472408149	depleted in ScmKD
CG7296	162.569627141596	2.10525017623281	0.540096747058827	3.89791308260464	9.70252259580296e-05	0.000893556959564911	enriched in ScmKD
CG7328	55.2415531918636	-1.19357645413805	0.263142959755277	-4.53584794838547	5.73725047473332e-06	7.65041433746666e-05	depleted in ScmKD
CG7342	49.7376957888536	-2.51829630281213	0.559850377760336	-4.49815951341588	6.85442625651417e-06	8.90814458032509e-05	depleted in ScmKD
CG7365	5.06454093969351	4.44059321447075	1.56654752050263	2.83463677695904	0.00458778142467915	0.0204253853552517	enriched in ScmKD
CG7367	130.074884485918	1.20227941866935	0.261826243456349	4.59189805726937	4.3923291966605e-06	6.03783131583894e-05	enriched in ScmKD
